epoch,grad_norm_pos_embed,grad_norm_embed_weight,grad_norm_W_Q_weight,grad_norm_W_K_weight,grad_norm_W_V_weight,grad_norm_W_O_weight,grad_norm_W_in_weight,grad_norm_W_in_bias,grad_norm_W_out_weight,grad_norm_W_out_bias,grad_norm_unembed_weight,train_loss,test_loss,train_acc,test_acc,acc_gap,grokking_score,l2_pos_embed,eff_rank_pos_embed,condition_number_pos_embed,weight_dist_init_pos_embed,sign_stability_pos_embed,update_weight_ratio_pos_embed,l2_embed_weight,eff_rank_embed_weight,condition_number_embed_weight,weight_dist_init_embed_weight,sign_stability_embed_weight,update_weight_ratio_embed_weight,l2_W_Q_weight,eff_rank_W_Q_weight,condition_number_W_Q_weight,weight_dist_init_W_Q_weight,sign_stability_W_Q_weight,update_weight_ratio_W_Q_weight,l2_W_K_weight,eff_rank_W_K_weight,condition_number_W_K_weight,weight_dist_init_W_K_weight,sign_stability_W_K_weight,update_weight_ratio_W_K_weight,l2_W_V_weight,eff_rank_W_V_weight,condition_number_W_V_weight,weight_dist_init_W_V_weight,sign_stability_W_V_weight,update_weight_ratio_W_V_weight,l2_W_O_weight,eff_rank_W_O_weight,condition_number_W_O_weight,weight_dist_init_W_O_weight,sign_stability_W_O_weight,update_weight_ratio_W_O_weight,l2_W_in_weight,eff_rank_W_in_weight,condition_number_W_in_weight,weight_dist_init_W_in_weight,sign_stability_W_in_weight,update_weight_ratio_W_in_weight,l2_W_in_bias,weight_dist_init_W_in_bias,sign_stability_W_in_bias,update_weight_ratio_W_in_bias,l2_W_out_weight,eff_rank_W_out_weight,condition_number_W_out_weight,weight_dist_init_W_out_weight,sign_stability_W_out_weight,update_weight_ratio_W_out_weight,l2_W_out_bias,weight_dist_init_W_out_bias,sign_stability_W_out_bias,update_weight_ratio_W_out_bias,l2_unembed_weight,eff_rank_unembed_weight,condition_number_unembed_weight,weight_dist_init_unembed_weight,sign_stability_unembed_weight,update_weight_ratio_unembed_weight,dead_frac_mlp,sparsity_mlp,margin,test_entropy,sharpness,fourier_mean_top_freq_mlp,fourier_mean_frac_explained_mlp,fourier_mean_entropy_mlp,fourier_key_freqs_mlp,phase,cka_vs_prev
5000,3.087263758061454e-05,1.0458087672304828e-05,2.4327528080902994e-07,1.8521101083024405e-05,6.863042017357657e-06,7.8563925853814e-06,7.1665699579170905e-06,1.7097767113227746e-07,1.019181127048796e-05,2.4991029690113464e-08,2.28742301260354e-05,1.4335333617054857e-05,26.339458465576172,1.0,0.010180109180510044,0.98981989081949,0.010180109180510044,2.7301928997039795,2.4167778491973877,6.542600631713867,2.8487629890441895,0.6354166865348816,0.00021413136585843968,21.94794273376465,72.85691833496094,140.17034912109375,107.0746841430664,0.7801535129547119,0.00023838022623812869,38.03374099731445,1.1453408002853394,1408511.75,38.27888870239258,0.52056884765625,0.0005659865608774023,4.619449615478516,5.580570220947266,135507.421875,7.622681617736816,0.53631591796875,0.00044664511244517266,28.520469665527344,75.22496795654297,2832.874267578125,26.72576332092285,0.646728515625,0.0002281491294782581,24.627599716186523,79.36445617675781,998.9865112304688,21.947755813598633,0.70391845703125,0.0002446633017981204,28.61627769470215,89.63737487792969,21.34929084777832,27.270471572875977,0.6253509521484375,0.0003726831288490613,1.0610238313674927,1.565609097480774,0.482421875,0.00039120841308880176,21.432958602905273,85.99530792236328,39.14689636230469,21.385055541992188,0.568023681640625,0.00044231454993876057,0.17136795818805695,0.35253089666366577,0.484375,0.00046001931407343055,10.92491626739502,76.10958862304688,149.6545867919922,8.930916786193848,0.7506222128868103,0.0002713821895891793,0.0,0.44403761625289917,10.543481826782227,0.5511372685432434,,24.08203125,0.048773936773514284,6.649942139163613,"[15, 13, 34]",pre,0.9957645535469055
5500,0.0022265866864472628,0.002693732501938939,9.068100189324468e-05,0.0015423380536958575,0.0009510566014796495,0.001266044215299189,0.0017954184440895915,5.8327612350694835e-05,0.002157350769266486,1.2580164366227109e-05,0.0040369583293795586,0.0014704695204272866,19.018110275268555,1.0,0.0092851547524333,0.9907148452475667,0.0092851547524333,2.707106113433838,2.4478819370269775,6.044244289398193,2.834392547607422,0.6302083134651184,0.0009176116962286337,20.72997283935547,72.03794860839844,117.14593505859375,108.18180847167969,0.7713130712509155,0.000967082585192947,25.288280487060547,1.1423726081848145,4360762.5,25.813880920410156,0.52056884765625,0.0010687663160248468,4.858803749084473,4.9554924964904785,248027.71875,7.773836612701416,0.53326416015625,0.0009279503474420122,25.637243270874023,74.2220458984375,2284.064208984375,23.97699546813965,0.6435546875,0.0009465335623439371,22.909713745117188,78.88777160644531,31754.109375,20.358930587768555,0.70098876953125,0.0009600656482468825,26.588762283325195,88.21574401855469,21.22557830810547,25.569419860839844,0.621246337890625,0.0009824415591509327,0.8863061666488647,1.4578523635864258,0.4921875,0.0010946509219640545,21.008392333984375,84.72705841064453,51.55434036254883,21.02485466003418,0.56256103515625,0.0009791785596631806,0.18515287339687347,0.35978302359580994,0.4453125,0.0010488424663717035,10.767271995544434,75.5586166381836,180.32406616210938,8.8703031539917,0.7423949241638184,0.0009775395552659215,0.0,0.44652414321899414,5.083656311035156,0.8245692849159241,,,,,,pre,0.992439329624176
6000,0.0005354875465855002,0.00013115975889377296,2.5325996375613613e-06,0.0002730923006311059,8.431991591351107e-05,9.72269699559547e-05,9.069899533642456e-05,2.147920895367861e-06,0.00013229597243480384,2.4416138444394164e-07,0.0003146038798149675,0.0002203050971729681,20.979463577270508,1.0,0.009732631966471672,0.9902673680335283,0.009732631966471672,2.7366771697998047,2.407625198364258,6.78983736038208,2.8764615058898926,0.6302083134651184,0.00026662729957430684,20.957763671875,69.99321746826172,167.9771270751953,108.6436996459961,0.7652137875556946,0.00027500319808349027,41.77094268798828,1.0588476657867432,5216747.0,41.97342300415039,0.52056884765625,8.714279185676747e-05,4.5733642578125,4.634572505950928,1575373.375,7.63433313369751,0.53045654296875,0.0003480076073932024,28.618757247924805,71.99976348876953,3727.68115234375,26.937273025512695,0.640625,0.00029195448200697977,24.335702896118164,77.28753662109375,1015.6502685546875,21.807546615600586,0.69635009765625,0.00031585863911147395,27.324796676635742,87.37741088867188,21.471435546875,26.34619140625,0.6195526123046875,0.0004541342965592675,0.9634478688240051,1.509734034538269,0.494140625,0.0007194214556269675,19.60929298400879,84.30619812011719,42.1004524230957,19.70513916015625,0.561859130859375,0.0005178748661841156,0.15314306318759918,0.3448479473590851,0.4296875,0.000841804711060062,9.466983795166016,75.76617431640625,193.62852478027344,7.82222843170166,0.7452986836433411,0.0003461172275145736,0.0,0.44738954305648804,8.020495414733887,0.7348593473434448,,,,,,pre,0.9888572692871094
6500,3.835778443317395e-06,1.4993304375821026e-06,4.536571651669874e-08,2.497383320587687e-06,9.423461619917362e-07,1.0592647186058457e-06,9.561214255882078e-07,1.796282589339171e-08,1.365477942272264e-06,5.3561914903355046e-09,3.5342097817192553e-06,1.7282527551287785e-06,30.0277042388916,1.0,0.010180109180510044,0.98981989081949,0.010180109180510044,2.93084979057312,2.4221248626708984,6.598690509796143,3.043192148208618,0.6328125,0.0002549519761192967,21.931961059570312,70.31156921386719,120.86888122558594,108.58293914794922,0.7586348652839661,0.00018211119138628845,32.43206024169922,1.0583078861236572,63755792.0,32.7785530090332,0.52056884765625,0.0008669215245072554,5.071807861328125,4.371232509613037,917956.125,7.915379047393799,0.53338623046875,0.0003880952763456869,29.37852668762207,72.90692138671875,4772.1962890625,27.746118545532227,0.638427734375,0.00018426041183056284,25.659677505493164,78.25930786132812,228022.34375,23.168378829956055,0.69293212890625,0.00014905406274731825,29.648828506469727,87.9394760131836,20.115758895874023,28.539791107177734,0.61529541015625,0.0002285027398865115,1.046391248703003,1.5662645101547241,0.494140625,0.00034304035100588237,21.618886947631836,84.48394775390625,42.88560485839844,21.647768020629883,0.560028076171875,0.00037165423172197013,0.15627071261405945,0.3459683358669281,0.4296875,0.0008898141304179401,10.029711723327637,75.44758605957031,212.7438201904297,8.296695709228516,0.7443307638168335,0.0003791937778777094,0.0,0.4474359452724457,12.605304718017578,0.4801352620124817,,,,,,pre,0.9977397322654724
7000,0.0017904202686622739,0.0005340440548025072,1.1246208487136755e-05,0.0008787172264419496,0.0003456467529758811,0.00039498708792962134,0.00036300381179898977,7.808878763171379e-06,0.0005165926995687187,1.234975229635893e-06,0.0011729794787243009,0.0009931909153237939,17.82088851928711,1.0,0.010403848253190517,0.9895961517468095,0.010403848253190517,2.833284854888916,2.376361846923828,7.467891216278076,2.962754011154175,0.6354166865348816,0.00035682072382247536,19.991222381591797,68.39696502685547,139.47027587890625,109.88980865478516,0.7546600699424744,0.00040826149387846746,39.64322280883789,1.0334070920944214,29180172.0,39.87400436401367,0.52056884765625,0.00042167464040512273,4.561155319213867,4.257266044616699,1692489.375,7.644178867340088,0.5306396484375,0.0003066272095928246,27.168577194213867,69.0583267211914,2073.842529296875,25.61896324157715,0.63629150390625,0.0004543452592238861,23.212356567382812,75.48760223388672,2340.2421875,20.825773239135742,0.689697265625,0.0003676052919827797,25.851055145263672,84.54576873779297,22.9169921875,25.200571060180664,0.6136627197265625,0.000434712969443161,0.8379682898521423,1.431090235710144,0.490234375,0.0009579409701414241,19.11803436279297,82.66425323486328,44.582801818847656,19.293991088867188,0.5575714111328125,0.0004732510225679403,0.1495816707611084,0.3356371223926544,0.421875,0.0010476503120910644,9.25234603881836,75.48025512695312,219.83151245117188,7.737557888031006,0.7356194853782654,0.0004963732466440722,0.0,0.44764554500579834,6.604503631591797,0.8924411535263062,,,,,,pre,0.9972182512283325
7500,2.8986585675738752e-05,5.572582267632242e-06,1.3693268385850388e-07,1.6299924027407542e-05,3.2075699891720433e-06,3.628231979746488e-06,3.321517851873068e-06,5.985656059692701e-08,4.621599600795889e-06,9.45241840355493e-09,1.1891474969161209e-05,6.4658793235139456e-06,27.287500381469727,1.0,0.01062758732587099,0.989372412674129,0.01062758732587099,3.0483999252319336,2.3820126056671143,7.4136176109313965,3.1337900161743164,0.6354166865348816,0.00020888676210214426,21.078454971313477,68.99362182617188,150.3378448486328,109.84422302246094,0.7490405440330505,0.00018986897121561034,36.474754333496094,1.0321495532989502,15071698.0,36.75090789794922,0.52056884765625,0.0006924739826873806,4.613941669464111,4.161015033721924,612852.25,7.679780960083008,0.52655029296875,0.00041805237772864575,29.48193359375,69.22805786132812,2745.474609375,27.93047523498535,0.63262939453125,0.000163248986729876,25.197227478027344,74.93097686767578,2194.833984375,22.793922424316406,0.68682861328125,0.00017005600050298608,28.380855560302734,83.2627182006836,22.17176055908203,27.491897583007812,0.6104583740234375,0.0002821973938837448,1.0372321605682373,1.5588326454162598,0.50390625,0.0003310178036633768,20.74114418029785,83.38958740234375,36.50434875488281,20.83867645263672,0.556488037109375,0.0003575460853840415,0.16005925834178925,0.33366474509239197,0.46875,0.00033339720986397714,9.635526657104492,75.62998962402344,193.2747344970703,8.014909744262695,0.7374170422554016,0.0002978585690265591,0.0,0.44911471009254456,11.193126678466797,0.5333370566368103,,,,,,pre,0.9975019097328186
8000,0.004311118740588427,0.0051146335899829865,0.0001971064630197361,0.0016208058223128319,0.003372293896973133,0.0037584917154163122,0.0038716383278369904,0.00013494167069438845,0.004747876897454262,1.525235074950615e-05,0.010767161846160889,0.011293917894363403,13.507525444030762,1.0,0.01029197871685028,0.9897080212831497,0.01029197871685028,2.7820329666137695,2.351071357727051,8.11715030670166,2.910936117172241,0.640625,0.0005658134795790522,18.69100570678711,68.35399627685547,131.96807861328125,111.1195068359375,0.7473273277282715,0.0005930814410434952,34.00966262817383,1.0352163314819336,91080128.0,34.33308410644531,0.52056884765625,0.0026029296374857564,4.6206560134887695,4.090401649475098,573048.125,7.687897205352783,0.5274658203125,0.0005277780817695484,24.775630950927734,68.11647033691406,2759.48291015625,23.38423728942871,0.63134765625,0.0006002048030198815,21.733366012573242,74.20494842529297,4947.73583984375,19.487422943115234,0.6849365234375,0.0005225096600243205,24.4559383392334,81.73099517822266,23.82428741455078,24.094600677490234,0.607696533203125,0.0007522119774246595,0.7889449596405029,1.4022212028503418,0.5,0.001708626767629549,18.544164657592773,82.58904266357422,43.93310546875,18.790937423706055,0.552093505859375,0.0007052062685047894,0.1573658585548401,0.3327428102493286,0.421875,0.0009154504302720553,9.08103084564209,75.30198669433594,180.15048217773438,7.654817581176758,0.7299502491950989,0.0006386899502473233,0.0,0.4550143778324127,4.553714752197266,1.2805256843566895,,,,,,pre,0.9966357946395874
8500,0.00032620338606648147,6.611959543079138e-05,1.0974463293678127e-06,0.000165954465046525,4.170986358076334e-05,4.7646131861256436e-05,4.524013274931349e-05,1.0991824410666595e-06,7.104262476786971e-05,1.402978142550637e-07,0.0001490503636887297,0.00010207397281192243,22.057771682739258,1.0,0.010739455930888653,0.9892605440691113,0.010739455930888653,2.892138719558716,2.37819242477417,7.706195831298828,2.9959046840667725,0.6328125,0.0002256239293395479,21.426301956176758,67.63261413574219,129.03900146484375,110.1420669555664,0.7412965893745422,0.00026554285595071744,40.6400260925293,1.0257225036621094,73768272.0,40.8590087890625,0.52056884765625,0.00023495399535632008,5.027921676635742,4.034318447113037,14461771.0,7.930090427398682,0.527587890625,0.00035461377181495227,29.193511962890625,69.09709930419922,1727.4705810546875,27.745763778686523,0.6318359375,0.0002458828883321204,24.689847946166992,74.54679870605469,1134.0950927734375,22.418880462646484,0.68218994140625,0.0002737505470190213,27.574909210205078,84.97293090820312,23.273479461669922,26.968700408935547,0.604888916015625,0.00042890208868505186,0.9963784217834473,1.5014442205429077,0.498046875,0.0005972893730248505,17.586307525634766,80.55205535888672,48.87194061279297,17.925561904907227,0.5523223876953125,0.0004744845611045043,0.13419292867183685,0.32446664571762085,0.46875,0.00082789053265228,9.13829231262207,75.83029174804688,176.94354248046875,7.6402201652526855,0.7345132827758789,0.0003260664399787382,0.0,0.45748308300971985,8.804359436035156,0.6819291710853577,,,,,,pre,0.9922369122505188
9000,4.39586392531055e-06,9.112879411077301e-07,2.7730248319812745e-08,2.313992354174843e-06,5.712091137866082e-07,6.374363579197961e-07,5.956173936283449e-07,1.3086718375632245e-08,1.0358604640714475e-06,7.512126920516948e-09,2.6024470116681186e-06,9.78387106442824e-07,30.50446128845215,1.0,0.010739455930888653,0.9892605440691113,0.010739455930888653,3.071855306625366,2.396928310394287,7.372753143310547,3.145841598510742,0.6380208134651184,0.000281428821902217,22.2777042388916,68.42906188964844,117.45709991455078,109.90862274169922,0.7358826994895935,0.00019402804957362554,29.465124130249023,1.0330872535705566,109392112.0,29.878982543945312,0.52056884765625,0.000908689046077083,5.693793773651123,4.003138542175293,11382162.0,8.331968307495117,0.5269775390625,0.0003234911314021413,29.128761291503906,70.14292907714844,1376.7501220703125,27.733779907226562,0.62823486328125,0.00024053369875419561,25.491619110107422,75.85173797607422,1378.0223388671875,23.256378173828125,0.67974853515625,0.00015035613281498433,29.156532287597656,86.3831558227539,21.66849136352539,28.485774993896484,0.60296630859375,0.00024930033768329993,1.0109319686889648,1.5051695108413696,0.4921875,0.0004587792652668616,19.160810470581055,79.18093872070312,65.593994140625,19.452287673950195,0.5519561767578125,0.000590904282066042,0.137408047914505,0.328374445438385,0.5078125,0.0018620533495528504,10.313743591308594,75.76494598388672,250.89707946777344,8.587769508361816,0.7302958965301514,0.0006499476168685777,0.0,0.4546568989753723,13.245429992675781,0.46648716926574707,,,,,,pre,0.998424768447876
9500,0.000808029028121382,0.0005484608118422329,1.184529628517339e-05,0.00040173481102101505,0.00035874414606951177,0.00041346371290273964,0.0003925106138922274,9.685310942586511e-06,0.000606220739427954,1.4737807987330598e-06,0.0012092122342437506,0.0010478008771315217,17.73763656616211,1.0,0.010403848253190517,0.9895961517468095,0.010403848253190517,2.8343472480773926,2.3455698490142822,8.535097122192383,2.9386019706726074,0.6328125,0.00033447947068180873,20.29645347595215,65.78148651123047,160.64097595214844,111.06353759765625,0.733826756477356,0.0003589468548451174,39.396114349365234,1.0187301635742188,1424452736.0,39.63133239746094,0.52056884765625,0.0002789643903071957,4.985077857971191,3.9886977672576904,22624202.0,7.91698694229126,0.525390625,0.00025252716122408834,27.86536979675293,67.06122589111328,1934.6207275390625,26.52379035949707,0.6260986328125,0.0004224853280081891,23.297382354736328,73.32295227050781,1750.9415283203125,21.159732818603516,0.6776123046875,0.0004129814758190199,25.443952560424805,84.0031509399414,22.91179656982422,25.223669052124023,0.6009368896484375,0.0004910732463762632,0.8416738510131836,1.4086263179779053,0.509765625,0.0009923955863007459,16.680452346801758,79.41779327392578,57.79606628417969,17.137239456176758,0.55010986328125,0.000606529656212162,0.12666893005371094,0.3200078308582306,0.484375,0.0011373566051098934,9.271645545959473,75.3534927368164,175.8592987060547,7.839494228363037,0.7280144095420837,0.000445519986351866,0.0,0.45879876613616943,6.56669807434082,0.8970445394515991,,,,,,pre,0.9965560436248779
10000,2.3647729904041626e-05,5.495567620528163e-06,1.4244895396586799e-07,1.1927480045414995e-05,3.269833086960716e-06,3.710410965140909e-06,3.487463345663855e-06,6.73320172950298e-08,5.264899300527759e-06,1.0730260235902733e-08,1.2203890037199017e-05,6.611107437493047e-06,27.353904724121094,1.0,0.009956371039152145,0.9900436289608479,0.009956371039152145,2.9899580478668213,2.3747758865356445,7.936729907989502,3.055248498916626,0.625,0.00020134160562553739,21.497957229614258,66.46479797363281,161.8072967529297,110.89944458007812,0.7293722629547119,0.00017501736035866575,35.66598892211914,1.024221420288086,155270416.0,35.9564094543457,0.52056884765625,0.0006837468727856732,5.182748317718506,3.975813388824463,113051728.0,8.04003620147705,0.52423095703125,0.0003507969508880569,29.89474868774414,68.5689926147461,3312.59814453125,28.551565170288086,0.62353515625,0.00015828394024172107,25.269485473632812,74.30643463134766,802.8197021484375,23.1193790435791,0.6771240234375,0.00018190845346960537,28.051679611206055,85.13406372070312,20.4112606048584,27.5981502532959,0.5974578857421875,0.0002919389647883388,1.014706015586853,1.520181655883789,0.48828125,0.00033323020024166554,18.582712173461914,81.31928253173828,55.33375549316406,18.922243118286133,0.549652099609375,0.0004328205150612618,0.14484114944934845,0.32340607047080994,0.4765625,0.00038653954002488395,9.894025802612305,75.23820495605469,172.66162109375,8.359536170959473,0.7274612784385681,0.00033694932728466043,0.0,0.45972177386283875,11.259811401367188,0.5325004458427429,0.0008323270594701171,24.306640625,0.04775142913430456,6.637772612273693,"[15, 13, 43]",pre,0.9973453879356384
10500,0.006178262177854776,0.005480206571519375,0.0003458238788880408,0.0022480320185422897,0.0032275805715471506,0.0036523910239338875,0.0044847456738352776,0.0001629485923331231,0.005424159578979015,1.386732401442714e-05,0.010060237720608711,0.009875763207674026,14.016578674316406,1.0,0.008949547074735165,0.9910504529252648,0.008949547074735165,2.7740354537963867,2.4020118713378906,7.323162078857422,2.878493547439575,0.6067708134651184,0.000646058925158279,19.124364852905273,66.03409576416016,218.1024627685547,111.93273162841797,0.7269737124443054,0.0007018482787009403,28.215740203857422,1.036927342414856,414834720.0,28.66493797302246,0.52056884765625,0.0036002016981784976,5.082852363586426,3.967578887939453,154034784.0,7.983355522155762,0.5247802734375,0.0004201990518311857,24.870750427246094,67.48108673095703,2722.2529296875,23.69283103942871,0.623046875,0.0006422986327063916,21.86550521850586,73.72374725341797,5499.50244140625,19.862003326416016,0.67578125,0.0007260067802867141,24.357982635498047,83.41364288330078,21.80817222595215,24.40130043029785,0.5969085693359375,0.0008552777405666516,0.7845904231071472,1.3841801881790161,0.494140625,0.0013120968152566961,17.40479278564453,80.31058502197266,68.70328521728516,17.850814819335938,0.5460357666015625,0.0008667623011547569,0.15160971879959106,0.32958632707595825,0.46875,0.0009314537827074755,9.558209419250488,74.34187316894531,225.97207641601562,8.235408782958984,0.7181969285011292,0.0009148804417075106,0.0,0.4615525007247925,4.414817810058594,1.2255226373672485,,,,,,pre,0.9956847429275513
11000,0.0005170268123038113,0.00013836748257745057,2.392112946836278e-06,0.0002605136833153665,9.0541630925145e-05,0.0001039629423758015,9.97648312477395e-05,2.4144908365997253e-06,0.00016084191156551242,3.0253860927587084e-07,0.0003886955382768065,0.00024396111257374287,20.264577865600586,1.0,0.008502069860696793,0.9914979301393032,0.008502069860696793,2.787688732147217,2.412731170654297,7.392924785614014,2.870149850845337,0.6171875,0.000255514435804809,22.060327529907227,65.02722930908203,163.03807067871094,111.02811431884766,0.7210800647735596,0.00028689508448792426,40.49812316894531,1.0177712440490723,520794432.0,40.71976852416992,0.52056884765625,0.00010848394009405548,5.442294120788574,3.960416078567505,234594144.0,8.20897388458252,0.5230712890625,0.00029745792885064185,29.977619171142578,67.5582275390625,765.5751953125,28.7122802734375,0.61944580078125,0.00028631965362847176,24.97264862060547,72.9205551147461,92364.4609375,22.91995620727539,0.67462158203125,0.00031828315711053583,27.28993797302246,85.47085571289062,20.549335479736328,27.062114715576172,0.594146728515625,0.00047262093487754255,0.9455493688583374,1.4816056489944458,0.48046875,0.0006246536631090971,16.8243465423584,80.80476379394531,47.722816467285156,17.304624557495117,0.5455169677734375,0.0005333246928631384,0.13495425879955292,0.31889042258262634,0.5078125,0.0006793404117055665,7.867094993591309,75.05298614501953,172.66444396972656,6.95749044418335,0.7223451137542725,0.0003569207459272495,0.0,0.46596258878707886,7.926876068115234,0.7521069645881653,,,,,,pre,0.9912914633750916
11500,3.5803291211777832e-06,1.6092876649054233e-06,4.443637990902971e-08,1.7940145653483341e-06,9.943206578100217e-07,1.1143802112201229e-06,1.0236867638013791e-06,1.8430929671353624e-08,1.6200752952499897e-06,5.559206872618461e-09,4.427372459758772e-06,1.8770618908092729e-06,29.081329345703125,1.0,0.0092851547524333,0.9907148452475667,0.0092851547524333,2.9394760131835938,2.4622762203216553,6.460664749145508,2.9990365505218506,0.6197916865348816,0.00023693962809150798,23.205242156982422,66.33090209960938,133.06373596191406,110.67621612548828,0.7178590893745422,0.0001782921705974242,31.32501792907715,1.0263419151306152,1706181888.0,31.69889259338379,0.52056884765625,0.0008653906250618403,6.049421310424805,3.9590938091278076,787388992.0,8.592597007751465,0.52099609375,0.00028424723054886803,30.71644401550293,69.44388580322266,1226.2178955078125,29.476423263549805,0.617919921875,0.00018627880161296422,26.398027420043945,74.52686309814453,1587.205078125,24.3568115234375,0.67193603515625,0.00013558164646621188,30.04682731628418,87.20625305175781,19.323740005493164,29.614273071289062,0.59259033203125,0.0002043211255927053,1.0000479221343994,1.5156244039535522,0.46875,0.00035123188468827075,19.08420181274414,81.24281311035156,49.63513946533203,19.442447662353516,0.545379638671875,0.00042555418537740497,0.13479866087436676,0.3188960552215576,0.5,0.0009521546582896548,8.065596580505371,75.15032196044922,153.16542053222656,7.087196350097656,0.7224833965301514,0.0003969278034812982,0.0,0.4648345708847046,12.705794334411621,0.4872414469718933,,,,,,pre,0.9985492825508118
12000,0.0030200681649148464,0.002682556165382266,5.648634396493435e-05,0.0008760990458540618,0.001977505162358284,0.002260879846289754,0.0021381848491728306,5.7360539358342066e-05,0.003315452253445983,6.569804554601433e-06,0.00838256161659956,0.006870488170534372,14.144430160522461,1.0,0.00962076336145401,0.990379236638546,0.00962076336145401,2.7038168907165527,2.3930504322052,7.8394904136657715,2.815540075302124,0.6145833134651184,0.0004825006483876998,21.071313858032227,64.29367065429688,188.09019470214844,111.62362670898438,0.7158032059669495,0.0005521584812075642,36.73579406738281,1.0185271501541138,1530348672.0,37.00864028930664,0.52056884765625,0.0004921166898821483,5.7547783851623535,3.9571149349212646,198892384.0,8.400174140930176,0.5203857421875,0.0002550996834798977,27.48396110534668,66.75586700439453,1617.3409423828125,26.340116500854492,0.6165771484375,0.0006625884247780858,23.035303115844727,72.75821685791016,4341.39208984375,21.12618637084961,0.6707763671875,0.0005890806834468702,25.50250244140625,85.33650970458984,19.670196533203125,25.595985412597656,0.5911407470703125,0.0006380728177015025,0.7778147459030151,1.3816622495651245,0.474609375,0.0011590708145964395,16.230377197265625,80.27123260498047,51.885860443115234,16.797208786010742,0.544403076171875,0.0006364782547037438,0.12123358249664307,0.3179861009120941,0.453125,0.0011674234194379615,7.06903600692749,74.72837829589844,178.52513122558594,6.504461288452148,0.7173672318458557,0.0004337514645707378,0.0,0.4690345525741577,4.920186996459961,1.1909306049346924,,,,,,pre,0.9973523616790771
12500,8.414051262661815e-05,2.7772302928497083e-05,5.046808837505523e-07,4.217736204736866e-05,1.775626151356846e-05,2.0411722289281897e-05,1.9154240362695418e-05,3.5550772281567333e-07,3.137734529445879e-05,4.0584414051636486e-08,8.67266280693002e-05,4.1988245357060805e-05,23.46867561340332,1.0,0.008837677538394928,0.9911623224616051,0.008837677538394928,2.8613526821136475,2.4351139068603516,7.089361190795898,2.9354875087738037,0.6119791865348816,0.00022203273999103895,23.50603485107422,65.50572204589844,138.16867065429688,110.97715759277344,0.7139528393745422,0.00020223945197898283,37.17892837524414,1.0191986560821533,1205732096.0,37.44129943847656,0.52056884765625,0.0003701841898492987,5.9612531661987305,3.955817461013794,419191808.0,8.533464431762695,0.52276611328125,0.0003131881878452343,30.97715950012207,68.76410675048828,1045.71630859375,29.7929630279541,0.61566162109375,0.000198872589009632,25.81146240234375,74.09626007080078,1389.7926025390625,23.86865997314453,0.66815185546875,0.00023127419988126855,29.139890670776367,87.54135131835938,20.13737678527832,28.916330337524414,0.588287353515625,0.0003766730067919277,0.9661830067634583,1.4974751472473145,0.484375,0.0005039737378550778,17.405141830444336,79.83697509765625,56.47809982299805,17.911409378051758,0.5449676513671875,0.0004979912186961217,0.13280422985553741,0.3278973400592804,0.4765625,0.0005423773128182595,7.214815616607666,75.3016586303711,130.17095947265625,6.57683801651001,0.7174363732337952,0.0003337677882381623,0.0,0.47020184993743896,9.606651306152344,0.6309149861335754,,,,,,pre,0.9962678551673889
13000,2.1568032479990507e-06,8.506440849487262e-07,2.282236266637483e-08,1.130165742324607e-06,5.503198394762876e-07,7.627705826962483e-07,1.5286841517081484e-06,8.310254884236201e-08,5.036148195358692e-06,4.583696977533691e-08,1.6101284927572124e-05,6.291323302320961e-07,31.152694702148438,1.0,0.009061416611075401,0.9909385833889246,0.009061416611075401,3.1767797470092773,2.456862449645996,6.609228610992432,3.209038257598877,0.59375,0.0008417284530781169,23.778669357299805,65.83953857421875,201.51065063476562,110.8832778930664,0.7101151347160339,0.00031777901294859794,25.708629608154297,1.0204259157180786,2550129152.0,26.221784591674805,0.52056884765625,0.0009184781290948788,6.358462333679199,3.9540164470672607,978786560.0,8.787739753723145,0.524658203125,0.00037975607820524434,29.676143646240234,68.22048950195312,3215.348876953125,28.54705238342285,0.61395263671875,0.0002733151771024663,25.970592498779297,74.01112365722656,3499.591064453125,24.055376052856445,0.66546630859375,0.0002593153678830878,29.629281997680664,86.41574096679688,21.545822143554688,29.403852462768555,0.587127685546875,0.0005419107311045116,0.9195494055747986,1.4676309823989868,0.478515625,0.0012223098897914558,19.698707580566406,78.48798370361328,68.43981170654297,20.10416030883789,0.5418548583984375,0.0021408212210765973,0.1513892263174057,0.33950361609458923,0.4609375,0.004945922418975075,8.661355018615723,74.47410583496094,165.61968994140625,7.664571762084961,0.7105226516723633,0.0024963247717568063,0.0,0.456943541765213,13.2076416015625,0.45020872354507446,,,,,,pre,0.9974706768989563
